action,id,name,slug,image_filename,image_size,reason,new_slug
DEACTIVATE,9469,VT-Ex-Prisoner of War-Truck,vt-ex-prisoner-of-war-truck,vt-ex-prisoner-of-war-truck.jpg,42138,"equal size (42138 bytes) — new uses preferred "" - "" format",
KEEP,15446,VT - Exhibition,vt-exhibition-v1,vt-exhibition.png,41818,"equal size (41818 bytes) — new uses preferred "" - "" format",vt-exhibition
DEACTIVATE,9428,VT-Exhibition,vt-exhibition,vt-exhibition.jpg,41818,"equal size (41818 bytes) — new uses preferred "" - "" format",
KEEP,15447,VT - Farm Machinery Dealer,vt-farm-machinery-dealer-v1,vt-farm-machinery-dealer.png,48927,"equal size (48927 bytes) — new uses preferred "" - "" format",vt-farm-machinery-dealer
DEACTIVATE,9440,VT-Farm Machinery Dealer,vt-farm-machinery-dealer,vt-farm-machinery-dealer.jpg,48927,"equal size (48927 bytes) — new uses preferred "" - "" format",
KEEP,15448,VT - Federal Program,vt-federal-program-v1,vt-federal-program.png,45519,"equal size (45519 bytes) — new uses preferred "" - "" format",vt-federal-program
DEACTIVATE,9500,VT-Federal Program,vt-federal-program,vt-federal-program.jpg,45519,"equal size (45519 bytes) — new uses preferred "" - "" format",
KEEP,15449,VT - Finance Car Dealer,vt-finance-car-dealer-v1,vt-finance-car-dealer.png,46353,"equal size (46353 bytes) — new uses preferred "" - "" format",vt-finance-car-dealer
DEACTIVATE,9441,VT-Finance Car Dealer,vt-finance-car-dealer,vt-finance-car-dealer.jpg,46353,"equal size (46353 bytes) — new uses preferred "" - "" format",
KEEP,15413,VT - Gold Star Family,vt-gold-star-family-v1,vt-gold-star-family.png,46053,"equal size (46053 bytes) — new uses preferred "" - "" format",vt-gold-star-family
DEACTIVATE,9470,VT-Gold Star-Family,vt-gold-star-family,vt-gold-star-family.jpg,46053,"equal size (46053 bytes) — new uses preferred "" - "" format",
KEEP,9471,VT-Gold Star-Next of Kin,vt-gold-star-next-of-kin,vt-gold-star-next-of-kin.jpg,42891,old image larger (42891 vs 39445 bytes),
DEACTIVATE,15414,VT - Gold Star Next Of Kin,vt-gold-star-next-of-kin-v1,vt-gold-star-next-of-kin.png,39445,old image larger (42891 vs 39445 bytes),
KEEP,15450,VT - Highway Building Equipment Dealer,vt-highway-building-equipment-dealer-v1,vt-highway-building-equipment-dealer.png,47334,"equal size (47334 bytes) — new uses preferred "" - "" format",vt-highway-building-equipment-dealer
DEACTIVATE,9442,VT-Highway Building Equipment Dealer,vt-highway-building-equipment-dealer,vt-highway-building-equipment-dealer.jpg,47334,"equal size (47334 bytes) — new uses preferred "" - "" format",
KEEP,15408,VT - Lions Club,vt-lions-club-v1,vt-lions-club.png,48296,"equal size (48296 bytes) — new uses preferred "" - "" format",vt-lions-club
DEACTIVATE,9455,VT-Lion's Club,vt-lions-club,vt-lion-s-club.jpg,48296,"equal size (48296 bytes) — new uses preferred "" - "" format",
KEEP,15451,VT - Local Transit Bus,vt-local-transit-bus-v1,vt-local-transit-bus.png,36103,"equal size (36103 bytes) — new uses preferred "" - "" format",vt-local-transit-bus
DEACTIVATE,9431,VT-Local Transit Bus,vt-local-transit-bus,vt-local-transit-bus.jpg,36103,"equal size (36103 bytes) — new uses preferred "" - "" format",
KEEP,15486,VT - Low Number 100 9999,vt-low-number-100-9999-v1,vt-low-number-100-9999.png,33894,"equal size (33894 bytes) — new uses preferred "" - "" format",vt-low-number-100-9999
DEACTIVATE,9421,VT-Low Number-100-9999,vt-low-number-100-9999,vt-low-number-100-9999.jpg,33894,"equal size (33894 bytes) — new uses preferred "" - "" format",
KEEP,15485,VT - Low Number 100 9999 Truck,vt-low-number-100-9999-truck-v1,vt-low-number-100-9999-truck.png,34894,"equal size (34894 bytes) — new uses preferred "" - "" format",vt-low-number-100-9999-truck
DEACTIVATE,9422,VT-Low Number-100-9999-Truck,vt-low-number-100-9999-truck,vt-low-number-100-9999-truck.jpg,34894,"equal size (34894 bytes) — new uses preferred "" - "" format",
KEEP,15487,VT - Low Vermont Numbers,vt-low-vermont-numbers-v1,vt-low-vermont-numbers.png,34422,"equal size (34422 bytes) — new uses preferred "" - "" format",vt-low-vermont-numbers
DEACTIVATE,9504,VT-Low Vermont Numbers,vt-low-vermont-numbers,vt-low-vermont-numbers.jpg,34422,"equal size (34422 bytes) — new uses preferred "" - "" format",
KEEP,15488,VT - Motor Driven Cycle,vt-motor-driven-cycle-v1,vt-motor-driven-cycle.png,33439,"equal size (33439 bytes) — new uses preferred "" - "" format",vt-motor-driven-cycle
DEACTIVATE,9487,VT-Motor-Driven Cycle,vt-motor-driven-cycle,vt-motor-driven-cycle.jpg,33439,"equal size (33439 bytes) — new uses preferred "" - "" format",
KEEP,15489,VT - Motorcycle,vt-motorcycle-v1,vt-motorcycle.png,38243,"equal size (38243 bytes) — new uses preferred "" - "" format",vt-motorcycle
DEACTIVATE,9486,VT-Motorcycle,vt-motorcycle,vt-motorcycle.jpg,38243,"equal size (38243 bytes) — new uses preferred "" - "" format",
KEEP,15453,VT - Municipal,vt-municipal-v1,vt-municipal.png,43991,"equal size (43991 bytes) — new uses preferred "" - "" format",vt-municipal
DEACTIVATE,9493,VT-Municipal,vt-municipal,vt-municipal.jpg,43991,"equal size (43991 bytes) — new uses preferred "" - "" format",
KEEP,15454,VT - Off Highway Tractor,vt-off-highway-tractor-v1,vt-off-highway-tractor.png,33880,"equal size (33880 bytes) — new uses preferred "" - "" format",vt-off-highway-tractor
DEACTIVATE,9435,VT-Off Highway Tractor,vt-off-highway-tractor,vt-off-highway-tractor.jpg,33880,"equal size (33880 bytes) — new uses preferred "" - "" format",
KEEP,15416,VT - Pearl Harbor Survivor,vt-pearl-harbor-survivor-v1,vt-pearl-harbor-survivor.png,44391,"equal size (44391 bytes) — new uses preferred "" - "" format",vt-pearl-harbor-survivor
DEACTIVATE,9483,VT-Pearl Harbor Survivor,vt-pearl-harbor-survivor,vt-pearl-harbor-survivor.jpg,44391,"equal size (44391 bytes) — new uses preferred "" - "" format",
KEEP,15415,VT - Pearl Harbor Survivor Truck,vt-pearl-harbor-survivor-truck-v1,vt-pearl-harbor-survivor-truck.png,43743,"equal size (43743 bytes) — new uses preferred "" - "" format",vt-pearl-harbor-survivor-truck
DEACTIVATE,9484,VT-Pearl Harbor Survivor-Truck,vt-pearl-harbor-survivor-truck,vt-pearl-harbor-survivor-truck.jpg,43743,"equal size (43743 bytes) — new uses preferred "" - "" format",
KEEP,15490,VT - Pleasure Car,vt-pleasure-car-v1,vt-pleasure-car.png,42284,"equal size (42284 bytes) — new uses preferred "" - "" format",vt-pleasure-car
DEACTIVATE,9410,VT-Pleasure Car,vt-pleasure-car,vt-pleasure-car.jpg,42284,"equal size (42284 bytes) — new uses preferred "" - "" format",
KEEP,15398,VT - Professional Firefighters Of Vermont,vt-professional-firefighters-of-vermont-v1,vt-professional-firefighters-of-vermont.png,40565,"equal size (40565 bytes) — new uses preferred "" - "" format",vt-professional-firefighters-of-vermont
DEACTIVATE,9457,VT-Professional Firefighters of Vermont,vt-professional-firefighters-of-vermont,vt-professional-firefighters-of-vermont.jpg,40565,"equal size (40565 bytes) — new uses preferred "" - "" format",
KEEP,15418,VT - Purple Heart,vt-purple-heart-v1,vt-purple-heart.png,42154,"equal size (42154 bytes) — new uses preferred "" - "" format",vt-purple-heart
DEACTIVATE,9472,VT-Purple Heart,vt-purple-heart,vt-purple-heart.jpg,42154,"equal size (42154 bytes) — new uses preferred "" - "" format",
KEEP,15417,VT - Purple Heart Truck,vt-purple-heart-truck-v1,vt-purple-heart-truck.png,44046,"equal size (44046 bytes) — new uses preferred "" - "" format",vt-purple-heart-truck
DEACTIVATE,9473,VT-Purple Heart-Truck,vt-purple-heart-truck,vt-purple-heart-truck.jpg,44046,"equal size (44046 bytes) — new uses preferred "" - "" format",
KEEP,15410,VT - Rotary,vt-rotary-v1,vt-rotary.png,49109,"equal size (49109 bytes) — new uses preferred "" - "" format",vt-rotary
DEACTIVATE,9458,VT-Rotary,vt-rotary,vt-rotary.jpg,49109,"equal size (49109 bytes) — new uses preferred "" - "" format",
KEEP,15409,VT - Rotary Truck,vt-rotary-truck-v1,vt-rotary-truck.png,50944,"equal size (50944 bytes) — new uses preferred "" - "" format",vt-rotary-truck
DEACTIVATE,9459,VT-Rotary-Truck,vt-rotary-truck,vt-rotary-truck.jpg,50944,"equal size (50944 bytes) — new uses preferred "" - "" format",
KEEP,15399,VT - Sheriff Department,vt-sheriff-department-v1,vt-sheriff-department.png,42789,"equal size (42789 bytes) — new uses preferred "" - "" format",vt-sheriff-department
DEACTIVATE,9494,VT-Sheriff Department,vt-sheriff-department,vt-sheriff-department.jpg,42789,"equal size (42789 bytes) — new uses preferred "" - "" format",
KEEP,15455,VT - Snowmobile Dealer,vt-snowmobile-dealer-v1,vt-snowmobile-dealer.png,37795,"equal size (37795 bytes) — new uses preferred "" - "" format",vt-snowmobile-dealer
DEACTIVATE,9444,VT-Snowmobile Dealer,vt-snowmobile-dealer,vt-snowmobile-dealer.jpg,37795,"equal size (37795 bytes) — new uses preferred "" - "" format",
KEEP,15456,VT - Special Purpose Truck,vt-special-purpose-truck-v1,vt-special-purpose-truck.png,48096,"equal size (48096 bytes) — new uses preferred "" - "" format",vt-special-purpose-truck
DEACTIVATE,9425,VT-Special Purpose Truck,vt-special-purpose-truck,vt-special-purpose-truck.jpg,48096,"equal size (48096 bytes) — new uses preferred "" - "" format",
KEEP,15458,VT - State House Of Representatives,vt-state-house-of-representatives-v1,vt-state-house-of-representatives.png,35488,"equal size (35488 bytes) — new uses preferred "" - "" format",vt-state-house-of-representatives
DEACTIVATE,9502,VT-State House of Representatives,vt-state-house-of-representatives,vt-state-house-of-representatives.jpg,35488,"equal size (35488 bytes) — new uses preferred "" - "" format",
KEEP,15460,VT - State Senate,vt-state-senate-v1,vt-state-senate.png,33853,"equal size (33853 bytes) — new uses preferred "" - "" format",vt-state-senate
DEACTIVATE,9503,VT-State Senate,vt-state-senate,vt-state-senate.jpg,33853,"equal size (33853 bytes) — new uses preferred "" - "" format",
KEEP,15493,VT - Street Rod,vt-street-rod-v1,vt-street-rod.png,43995,"equal size (43995 bytes) — new uses preferred "" - "" format",vt-street-rod
DEACTIVATE,9429,VT-Street Rod,vt-street-rod,vt-street-rod.jpg,43995,"equal size (43995 bytes) — new uses preferred "" - "" format",
KEEP,15461,VT - Trailer Dealer,vt-trailer-dealer-v1,vt-trailer-dealer.png,45647,"equal size (45647 bytes) — new uses preferred "" - "" format",vt-trailer-dealer
DEACTIVATE,9445,VT-Trailer Dealer,vt-trailer-dealer,vt-trailer-dealer.jpg,45647,"equal size (45647 bytes) — new uses preferred "" - "" format",
KEEP,15462,VT - Trailer Heavy,vt-trailer-heavy-v1,vt-trailer-heavy.png,48430,"equal size (48430 bytes) — new uses preferred "" - "" format",vt-trailer-heavy
DEACTIVATE,9423,VT-Trailer-Heavy,vt-trailer-heavy,vt-trailer-heavy.jpg,48430,"equal size (48430 bytes) — new uses preferred "" - "" format",
KEEP,15463,VT - Trailer Light,vt-trailer-light-v1,vt-trailer-light.png,35542,"equal size (35542 bytes) — new uses preferred "" - "" format",vt-trailer-light
DEACTIVATE,9424,VT-Trailer-Light,vt-trailer-light,vt-trailer-light.jpg,35542,"equal size (35542 bytes) — new uses preferred "" - "" format",
KEEP,15464,VT - Transporter,vt-transporter-v1,vt-transporter.png,46561,"equal size (46561 bytes) — new uses preferred "" - "" format",vt-transporter
DEACTIVATE,9446,VT-Transporter,vt-transporter,vt-transporter.jpg,46561,"equal size (46561 bytes) — new uses preferred "" - "" format",
KEEP,15465,VT - Truck,vt-truck-v1,vt-truck.png,48324,"equal size (48324 bytes) — new uses preferred "" - "" format",vt-truck
DEACTIVATE,9411,VT-Truck,vt-truck,vt-truck.jpg,48324,"equal size (48324 bytes) — new uses preferred "" - "" format",
KEEP,15466,VT - US House,vt-us-house-v1,vt-us-house.png,32868,"equal size (32868 bytes) — new uses preferred "" - "" format",vt-us-house
DEACTIVATE,9506,VT-US House,vt-us-house,vt-u-s-house.jpg,32868,"equal size (32868 bytes) — new uses preferred "" - "" format",
KEEP,15467,VT - US Senate,vt-us-senate-v1,vt-us-senate.png,33876,"equal size (33876 bytes) — new uses preferred "" - "" format",vt-us-senate
DEACTIVATE,9507,VT-US Senate,vt-us-senate,vt-u-s-senate.jpg,33876,"equal size (33876 bytes) — new uses preferred "" - "" format",
KEEP,15428,VT - US Veteran,vt-us-veteran-v1,vt-us-veteran.png,49617,"equal size (49617 bytes) — new uses preferred "" - "" format",vt-us-veteran
DEACTIVATE,9474,VT-US Veteran,vt-us-veteran,vt-u-s-veteran.jpg,49617,"equal size (49617 bytes) — new uses preferred "" - "" format",
KEEP,15419,VT - US Veteran Afghanistan Campaign,vt-us-veteran-afghanistan-campaign-v1,vt-us-veteran-afghanistan-campaign.png,42718,"equal size (42718 bytes) — new uses preferred "" - "" format",vt-us-veteran-afghanistan-campaign
DEACTIVATE,9477,VT-US Veteran-Afghanistan Campaign,vt-us-veteran-afghanistan-campaign,vt-u-s-veteran-afghanistan-campaign.jpg,42718,"equal size (42718 bytes) — new uses preferred "" - "" format",
KEEP,15420,VT - US Veteran Gulf War,vt-us-veteran-gulf-war-v1,vt-us-veteran-gulf-war.png,43459,"equal size (43459 bytes) — new uses preferred "" - "" format",vt-us-veteran-gulf-war
DEACTIVATE,9478,VT-US Veteran-Gulf War,vt-us-veteran-gulf-war,vt-u-s-veteran-gulf-war.jpg,43459,"equal size (43459 bytes) — new uses preferred "" - "" format",
KEEP,15421,VT - US Veteran Handicap,vt-us-veteran-handicap-v1,vt-us-veteran-handicap.png,44931,"equal size (44931 bytes) — new uses preferred "" - "" format",vt-us-veteran-handicap
DEACTIVATE,9476,VT-US Veteran-Handicap,vt-us-veteran-handicap,vt-u-s-veteran-handicap.jpg,44931,"equal size (44931 bytes) — new uses preferred "" - "" format",
KEEP,15423,VT - US Veteran Korean War,vt-us-veteran-korean-war-v1,vt-us-veteran-korean-war.png,43564,"equal size (43564 bytes) — new uses preferred "" - "" format",vt-us-veteran-korean-war
DEACTIVATE,9480,VT-US Veteran-Korean War,vt-us-veteran-korean-war,vt-u-s-veteran-korean-war.jpg,43564,"equal size (43564 bytes) — new uses preferred "" - "" format",
KEEP,15424,VT - US Veteran Motorcycle,vt-us-veteran-motorcycle-v1,vt-us-veteran-motorcycle.png,31389,"equal size (31389 bytes) — new uses preferred "" - "" format",vt-us-veteran-motorcycle
DEACTIVATE,9488,VT-US Veteran-Motorcycle,vt-us-veteran-motorcycle,vt-u-s-veteran-motorcycle.jpg,31389,"equal size (31389 bytes) — new uses preferred "" - "" format",
KEEP,15425,VT - US Veteran Truck,vt-us-veteran-truck-v1,vt-us-veteran-truck.png,47950,"equal size (47950 bytes) — new uses preferred "" - "" format",vt-us-veteran-truck
DEACTIVATE,9475,VT-US Veteran-Truck,vt-us-veteran-truck,vt-u-s-veteran-truck.jpg,47950,"equal size (47950 bytes) — new uses preferred "" - "" format",
KEEP,15426,VT - US Veteran Vietnam War,vt-us-veteran-vietnam-war-v1,vt-us-veteran-vietnam-war.png,42335,"equal size (42335 bytes) — new uses preferred "" - "" format",vt-us-veteran-vietnam-war
DEACTIVATE,9481,VT-US Veteran-Vietnam War,vt-us-veteran-vietnam-war,vt-u-s-veteran-vietnam-war.jpg,42335,"equal size (42335 bytes) — new uses preferred "" - "" format",
KEEP,15427,VT - US Veteran World War Ii,vt-us-veteran-world-war-ii-v1,vt-us-veteran-world-war-ii.png,40284,"equal size (40284 bytes) — new uses preferred "" - "" format",vt-us-veteran-world-war-ii
DEACTIVATE,9482,VT-US Veteran-World War II,vt-us-veteran-world-war-ii,vt-u-s-veteran-world-war-ii.jpg,40284,"equal size (40284 bytes) — new uses preferred "" - "" format",
KEEP,15402,VT - Vermont Firefighters Association,vt-vermont-firefighters-association-v1,vt-vermont-firefighters-association.png,39739,"equal size (39739 bytes) — new uses preferred "" - "" format",vt-vermont-firefighters-association
DEACTIVATE,9460,VT-Vermont Firefighters Association,vt-vermont-firefighters-association,vt-vermont-firefighters-association.jpg,39739,"equal size (39739 bytes) — new uses preferred "" - "" format",
KEEP,15401,VT - Vermont Firefighters Association Truck,vt-vermont-firefighters-association-truck-v1,vt-vermont-firefighters-association-truck.png,40891,"equal size (40891 bytes) — new uses preferred "" - "" format",vt-vermont-firefighters-association-truck
DEACTIVATE,9461,VT-Vermont Firefighters Association-Truck,vt-vermont-firefighters-association-truck,vt-vermont-firefighters-association-truck.jpg,40891,"equal size (40891 bytes) — new uses preferred "" - "" format",
KEEP,15403,VT - Vermont Game Warden,vt-vermont-game-warden-v1,vt-vermont-game-warden.png,41183,"equal size (41183 bytes) — new uses preferred "" - "" format",vt-vermont-game-warden
DEACTIVATE,9498,VT-Vermont Game Warden,vt-vermont-game-warden,vt-vermont-game-warden.jpg,41183,"equal size (41183 bytes) — new uses preferred "" - "" format",
KEEP,15468,VT - Vermont House Speaker,vt-vermont-house-speaker-v1,vt-vermont-house-speaker.png,36149,"equal size (36149 bytes) — new uses preferred "" - "" format",vt-vermont-house-speaker
DEACTIVATE,9501,VT-Vermont House Speaker,vt-vermont-house-speaker,vt-vermont-house-speaker.jpg,36149,"equal size (36149 bytes) — new uses preferred "" - "" format",
KEEP,15430,VT - Vermont National Guard,vt-vermont-national-guard-v1,vt-vermont-national-guard.png,45374,"equal size (45374 bytes) — new uses preferred "" - "" format",vt-vermont-national-guard
DEACTIVATE,9466,VT-Vermont National Guard,vt-vermont-national-guard,vt-vermont-national-guard.jpg,45374,"equal size (45374 bytes) — new uses preferred "" - "" format",
KEEP,15429,VT - Vermont National Guard Truck,vt-vermont-national-guard-truck-v1,vt-vermont-national-guard-truck.png,46954,"equal size (46954 bytes) — new uses preferred "" - "" format",vt-vermont-national-guard-truck
DEACTIVATE,9467,VT-Vermont National Guard-Truck,vt-vermont-national-guard-truck,vt-vermont-national-guard-truck.jpg,46954,"equal size (46954 bytes) — new uses preferred "" - "" format",
KEEP,15432,VT - Veterans Of Foreign Wars,vt-veterans-of-foreign-wars-v1,vt-veterans-of-foreign-wars.png,45948,"equal size (45948 bytes) — new uses preferred "" - "" format",vt-veterans-of-foreign-wars
DEACTIVATE,9462,VT-Veterans of Foreign Wars,vt-veterans-of-foreign-wars,vt-veterans-of-foreign-wars.jpg,45948,"equal size (45948 bytes) — new uses preferred "" - "" format",
KEEP,15431,VT - Veterans Of Foreign Wars Truck,vt-veterans-of-foreign-wars-truck-v1,vt-veterans-of-foreign-wars-truck.png,45153,"equal size (45153 bytes) — new uses preferred "" - "" format",vt-veterans-of-foreign-wars-truck
DEACTIVATE,9463,VT-Veterans of Foreign Wars-Truck,vt-veterans-of-foreign-wars-truck,vt-veterans-of-foreign-wars-truck.jpg,45153,"equal size (45153 bytes) — new uses preferred "" - "" format",
KEEP,15434,VT - Vietnam Veterans Of America,vt-vietnam-veterans-of-america-v1,vt-vietnam-veterans-of-america.png,48268,"equal size (48268 bytes) — new uses preferred "" - "" format",vt-vietnam-veterans-of-america
DEACTIVATE,9464,VT-Vietnam Veterans of America,vt-vietnam-veterans-of-america,vt-vietnam-veterans-of-america.jpg,48268,"equal size (48268 bytes) — new uses preferred "" - "" format",
KEEP,15433,VT - Vietnam Veterans Of America Truck,vt-vietnam-veterans-of-america-truck-v1,vt-vietnam-veterans-of-america-truck.png,51884,"equal size (51884 bytes) — new uses preferred "" - "" format",vt-vietnam-veterans-of-america-truck
DEACTIVATE,9465,VT-Vietnam Veterans of America-Truck,vt-vietnam-veterans-of-america-truck,vt-vietnam-veterans-of-america-truck.jpg,51884,"equal size (51884 bytes) — new uses preferred "" - "" format",
KEEP,15469,VT - Volunteer,vt-volunteer-v1,vt-volunteer.png,47793,"equal size (47793 bytes) — new uses preferred "" - "" format",vt-volunteer
DEACTIVATE,9492,VT-Volunteer,vt-volunteer,vt-volunteer.jpg,47793,"equal size (47793 bytes) — new uses preferred "" - "" format",
KEEP,15494,WA - Army,wa-army-v1,wa-army.png,117565,new image larger (117565 vs 12651 bytes),wa-army
DEACTIVATE,50,WA-Army,wa-army,plate_50_1772326775.jpg,12651,new image larger (117565 vs 12651 bytes),
KEEP,15554,WA - Central Washington University,wa-central-washington-university-v1,wa-central-washington-university.png,90330,new image larger (90330 vs 12609 bytes),wa-central-washington-university
DEACTIVATE,37,WA-Central Washington University ,wa-central-washington-university,plate_37_1772170692.jpg,12609,new image larger (90330 vs 12609 bytes),
KEEP,15495,WA - Coast Guard,wa-coast-guard-v1,wa-coast-guard.png,81724,new image larger (81724 vs 13582 bytes),wa-coast-guard
DEACTIVATE,51,WA-Coast Guard,wa-coast-guard,plate_51_1772326588.jpg,13582,new image larger (81724 vs 13582 bytes),
KEEP,15555,WA - Eastern Washington University,wa-eastern-washington-university-v1,wa-eastern-washington-university.png,78279,new image larger (78279 vs 14203 bytes),wa-eastern-washington-university
DEACTIVATE,39,WA-Eastern Washington University,wa-eastern-washington-university,plate_39_1772170768.jpg,14203,new image larger (78279 vs 14203 bytes),
KEEP,15496,WA - Former Prisoner Of War,wa-former-prisoner-of-war-v1,wa-former-prisoner-of-war.png,126253,new image larger (126253 vs 13761 bytes),wa-former-prisoner-of-war
DEACTIVATE,52,WA-Former Prisoner of War,wa-former-prisoner-of-war,plate_52_1772326486.jpg,13761,new image larger (126253 vs 13761 bytes),
REVIEW,41,WA-Gonzaga University,wa-gonzaga-university,plate_41_1772327809.jpg,13152,2 variants found — manual review needed,
REVIEW,15556,WA - Gonzaga University v1,wa-gonzaga-university-v1,wa-gonzaga-university-v1.png,1313361,2 variants found — manual review needed,
REVIEW,15557,WA - Gonzaga University,wa-gonzaga-university-v2,wa-gonzaga-university.png,76434,2 variants found — manual review needed,
KEEP,15569,WA - Jp Patches Pal,wa-jp-patches-pal-v1,wa-jp-patches-pal.png,139835,new image larger (139835 vs 15313 bytes),wa-jp-patches-pal
DEACTIVATE,57,WA-JP Patches Pal,wa-jp-patches-pal,plate_57_1772325712.jpg,15313,new image larger (139835 vs 15313 bytes),
KEEP,15570,WA - Keep Kids Safe,wa-keep-kids-safe-v1,wa-keep-kids-safe.png,146607,new image larger (146607 vs 13061 bytes),wa-keep-kids-safe
DEACTIVATE,59,WA-Keep Kids Safe,wa-keep-kids-safe,plate_59_1772325411.jpg,13061,new image larger (146607 vs 13061 bytes),
KEEP,15571,WA - Law Enforcement Memorial,wa-law-enforcement-memorial-v1,wa-law-enforcement-memorial.png,73913,new image larger (73913 vs 10342 bytes),wa-law-enforcement-memorial
DEACTIVATE,60,WA-Law Enforcement Memorial,wa-law-enforcement-memorial,plate_60_1772325333.jpg,10342,new image larger (73913 vs 10342 bytes),
KEEP,15498,WA - Marine Corps,wa-marine-corps-v1,wa-marine-corps.png,119316,new image larger (119316 vs 12820 bytes),wa-marine-corps
DEACTIVATE,43,WA-Marine Corps,wa-marine-corps,plate_43_1772328535.jpg,12820,new image larger (119316 vs 12820 bytes),
KEEP,15499,WA - Medal Of Honor,wa-medal-of-honor-v1,wa-medal-of-honor.png,97173,new image larger (97173 vs 11896 bytes),wa-medal-of-honor
DEACTIVATE,44,WA-Medal of Honor,wa-medal-of-honor,plate_44_1772328416.jpg,11896,new image larger (97173 vs 11896 bytes),
KEEP,15500,WA - National Guard,wa-national-guard-v1,wa-national-guard.png,116923,new image larger (116923 vs 12754 bytes),wa-national-guard
DEACTIVATE,45,WA-National Guard,wa-national-guard,plate_45_1772328344.jpg,12754,new image larger (116923 vs 12754 bytes),
KEEP,15501,WA - Navy,wa-navy-v1,wa-navy.png,120149,new image larger (120149 vs 12662 bytes),wa-navy
DEACTIVATE,46,WA-Navy,wa-navy,plate_46_1771891298.jpg,12662,new image larger (120149 vs 12662 bytes),
KEEP,15573,WA - Professional Firefighter,wa-professional-firefighter-v1,wa-professional-firefighter.png,193837,new image larger (193837 vs 16726 bytes),wa-professional-firefighter
DEACTIVATE,54,WA-Professional Firefighter,wa-professional-firefighter,plate_54_1772326134.jpg,16726,new image larger (193837 vs 16726 bytes),
KEEP,15502,WA - Purple Heart,wa-purple-heart-v1,wa-purple-heart.png,112756,new image larger (112756 vs 12684 bytes),wa-purple-heart
DEACTIVATE,58,WA-Purple Heart,wa-purple-heart,plate_58_1772325600.jpg,12684,new image larger (112756 vs 12684 bytes),
KEEP,15546,WA - San Juan Islands,wa-san-juan-islands-v1,wa-san-juan-islands.png,218002,new image larger (218002 vs 18198 bytes),wa-san-juan-islands
DEACTIVATE,77,WA-San Juan Islands,wa-san-juan-islands,plate_77_1772216784.jpg,18198,new image larger (218002 vs 18198 bytes),
KEEP,9890,WA-Seattle Seahawks,wa-seattle-seahawks,wa-seattle-seahawks.png,131674,old image larger (131674 vs 47895 bytes),
DEACTIVATE,15580,WA - Seattle Seahawks v2,wa-seattle-seahawks-v2,wa-seattle-seahawks-v2.png,47895,old image larger (131674 vs 47895 bytes),
KEEP,15558,WA - Seattle University,wa-seattle-university-v1,wa-seattle-university.png,57109,new image larger (57109 vs 12075 bytes),wa-seattle-university
DEACTIVATE,38,WA-Seattle University,wa-seattle-university,plate_38_1772170733.jpg,12075,new image larger (57109 vs 12075 bytes),
KEEP,15560,WA - University Of Washington,wa-university-of-washington-v1,wa-university-of-washington.png,74151,new image larger (74151 vs 11701 bytes),wa-university-of-washington
DEACTIVATE,42,WA-University of Washington,wa-university-of-washington,plate_42_1772328576.jpg,11701,new image larger (74151 vs 11701 bytes),
KEEP,15576,WA - Volunteer Firefighter,wa-volunteer-firefighter-v1,wa-volunteer-firefighter.png,178850,new image larger (178850 vs 14043 bytes),wa-volunteer-firefighter
DEACTIVATE,56,WA-Volunteer Firefighter,wa-volunteer-firefighter,plate_56_1772325867.jpg,14043,new image larger (178850 vs 14043 bytes),
KEEP,15547,WA - Washington National Parks,wa-washington-national-parks-v1,wa-washington-national-parks.jpg,41157,new image larger (41157 vs 20908 bytes),wa-washington-national-parks
DEACTIVATE,68,WA-Washington National Parks,wa-washington-national-parks,plate_68_1772241838.jpg,20908,new image larger (41157 vs 20908 bytes),
KEEP,15548,WA - Washington State Parks,wa-washington-state-parks-v1,wa-washington-state-parks.jpg,44724,new image larger (44724 vs 15892 bytes),wa-washington-state-parks
DEACTIVATE,70,WA-Washington State Parks,wa-washington-state-parks,plate_70_1772238472.jpg,15892,new image larger (44724 vs 15892 bytes),
KEEP,15561,WA - Washington State University,wa-washington-state-university-v1,wa-washington-state-university.png,67222,new image larger (67222 vs 12644 bytes),wa-washington-state-university
DEACTIVATE,36,WA-Washington State University,wa-washington-state-university,plate_36_1772327576.jpg,12644,new image larger (67222 vs 12644 bytes),
KEEP,15550,WA - Washingtons Wildlife Bear,wa-washingtons-wildlife-bear-v1,wa-washingtons-wildlife-bear.jpg,35257,"equal size (35257 bytes) — new uses preferred "" - "" format",wa-washingtons-wildlife-bear
DEACTIVATE,9876,WA-Washington's Wildlife-Bear,wa-washingtons-wildlife-bear,wa-washington-s-wildlife-bear.jpg,35257,"equal size (35257 bytes) — new uses preferred "" - "" format",
KEEP,15551,WA - Washingtons Wildlife Deer,wa-washingtons-wildlife-deer-v1,wa-washingtons-wildlife-deer.jpg,35942,new image larger (35942 vs 15964 bytes),wa-washingtons-wildlife-deer
DEACTIVATE,72,WA-Washington's Wildlife-Deer,wa-washingtons-wildlife-deer,plate_72_1772227698.jpg,15964,new image larger (35942 vs 15964 bytes),
KEEP,15552,WA - Washingtons Wildlife Elk,wa-washingtons-wildlife-elk-v1,wa-washingtons-wildlife-elk.jpg,37486,"equal size (37486 bytes) — new uses preferred "" - "" format",wa-washingtons-wildlife-elk
